UCBID,SiteCode,Site,Pair ,SiteType,PairID,TaxaA,Group,TaxaB,Category,SpeciesName,Rough ID, D15N, D13C, D34S
NP21.129,CH,Chipps,P2,Ref,P2_Ref,FAV,FAV,FAV,FAV,Alternanthera philoxeroides,Alternanthera,12.48255191,-27.37205013,20.63027216
NP21.123,CH,Chipps,P2,Ref,P2_Ref,FAV,FAV,FAV,FAV,Alternanthera philoxeroides,Alternanthera,12.23534867,-28.04870446,19.18113167
NP20.288,CH,Chipps,P2,Ref,P2_Ref,FAV,FAV,FAV,FAV,Alternanthera philoxeroides,Alternanthera,10.00989284,-30.54715034,17.8182245
NP20.268,CH,Chipps,P2,Ref,P2_Ref,FAV,FAV,FAV,FAV,Alternanthera philoxeroides,Alternanthera,9.717315908,-29.57940702,19.1253955
NP21.121,WH,Wheeler,P2,Res,P2_Res,FAV,FAV,FAV,FAV,Alternanthera philoxeroides,Alternanthera,12.24452079,-28.03913182,19.44508977
NP21.015,WH,Wheeler,P2,Res,P2_Res,FAV,FAV,FAV,FAV,Alternanthera philoxeroides,Alternanthera,12.31638572,-26.70657358,20.42730836
NB20.007,CH,Chipps,P2,Ref,P2_Ref,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,7.792127213,-26.74179198,2.319716844
NB20.031,CH,Chipps,P2,Ref,P2_Ref,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,5.060356754,-27.02237006,1.135222978
NB21.021,CH,Chipps,P2,Ref,P2_Ref,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,6.314265451,-26.46617651,2.564545161
NB20.004,WH,Wheeler,P2,Res,P2_Res,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,6.871292408,-27.48455908,6.060975456
NB21.013,WH,Wheeler,P2,Res,P2_Res,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,10.36804289,-26.81732704,6.564561266
NB20.009,CH,Chipps,P2,Ref,P2_Ref,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,5.107972186,-27.39972724,0.314347794
NB20.030,CH,Chipps,P2,Ref,P2_Ref,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,2.891104841,-27.46486599,3.29409537
NB20.032,CH,Chipps,P2,Ref,P2_Ref,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,3.924801778,-27.36184897,1.781887642
NB21.022,CH,Chipps,P2,Ref,P2_Ref,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,6.158695407,-27.47555534,3.852788994
NB21.026,CH,Chipps,P2,Ref,P2_Ref,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,4.885392609,-27.47990558,1.220236115
NB20.003,WH,Wheeler,P2,Res,P2_Res,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,9.038686488,-26.8483033,3.809402304
NB21.014,WH,Wheeler,P2,Res,P2_Res,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,6.671613572,-23.87584438,3.512664055
NB21.023,WH,Wheeler,P2,Res,P2_Res,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,5.494324666,-27.06029072,3.090023558
NP21.311,CH,Chipps,P2,Ref,P2_Ref,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,11.53067927,-14.58431881,20.23874312
NP20.408,CH,Chipps,P2,Ref,P2_Ref,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,14.96075393,-20.51124128,19.62926012
NP21.352,WH,Wheeler,P2,Res,P2_Res,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,10.09199852,-11.67551997,20.53403541
NP21.306,CH,Chipps,P2,Ref,P2_Ref,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,10.55056512,-17.38457613,20.42577296
NP20.376,CH,Chipps,P2,Ref,P2_Ref,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,11.00853762,-25.29380368,20.64811038
NP21.358,CH,Chipps,P2,Ref,P2_Ref,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,9.965077194,-20.07997729,20.44483493
NP20.427,CH,Chipps,P2,Ref,P2_Ref,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,9.571485438,-21.73724924,20.52689532
NP21.336,WH,Wheeler,P2,Res,P2_Res,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,9.157199437,-16.25843536,20.57766806
NP20.394,WH,Wheeler,P2,Res,P2_Res,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,8.884809605,-13.96209599,19.90042347
NP20.339,WH,Wheeler,P2,Res,P2_Res,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,11.51465859,-26.0752006,19.78010353
NP20.423,WH,Wheeler,P2,Res,P2_Res,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,10.51019974,-20.81035529,19.98917522
NP21.330,WH,Wheeler,P2,Res,P2_Res,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,8.838881045,-13.18901404,20.48280928
NP21.185,CH,Chipps,P2,Ref,P2_Ref,SAV,SAV,SAV-Algae,SAV,Potamogeton foliosus,Potamogeton,10.52623407,-16.50104264,20.87845588
NP21.282,CH,Chipps,P2,Ref,P2_Ref,SAV,SAV,SAV-Algae,SAV,Potamogeton foliosus,Potamogeton,13.73476655,-19.27550625,20.84953616
NP21.063,WH,Wheeler,P2,Res,P2_Res,SAV,SAV,SAV-Algae,SAV,Potamogeton foliosus,Potamogeton,13.74230178,-16.71022244,20.38839821
NP20.321,WH,Wheeler,P2,Res,P2_Res,SAV,SAV,SAV-Algae,SAV,Potamogeton foliosus,Potamogeton,8.529364467,-19.09869151,17.71856272
NP20.103,CH,Chipps,P2,Ref,P2_Ref,SAV,SAV,SAV-Algae,SAV,Potamogeton crispus,Potamogeton,12.9900896,-28.65240253,17.96496676
NP20.058,CH,Chipps,P2,Ref,P2_Ref,SAV,SAV,SAV-Algae,SAV,Potamogeton crispus,Potamogeton,9.777516604,-23.61903646,15.45441215
NP20.428,CH,Chipps,P2,Ref,P2_Ref,SAV,SAV,SAV-Algae,SAV,Potamogeton crispus,Potamogeton,8.819279651,-23.54728903,14.89769758
NP20.355,WH,Wheeler,P2,Res,P2_Res,SAV,SAV,SAV-Algae,SAV,Potamogeton crispus,Potamogeton,10.15210387,-19.51851395,17.20706806
NP20.421,WH,Wheeler,P2,Res,P2_Res,SAV,SAV,SAV-Algae,SAV,Potamogeton crispus,Potamogeton,10.60631249,-21.3888466,14.04458629
NP21.127,CH,Chipps,P2,Ref,P2_Ref,SAV,SAV,SAV-Algae,SAV,Potamogeton foliosus,Potamogeton,2.774929214,-18.99291039,19.82682997
NP21.272,WH,Wheeler,P2,Res,P2_Res,SAV,SAV,SAV-Algae,SAV,Potamogeton foliosus,Potamogeton,6.043758467,-16.79735099,17.28399854
NP21.277,WH,Wheeler,P2,Res,P2_Res,SAV,SAV,SAV-Algae,SAV,Potamogeton foliosus,Potamogeton,2.02119088,-17.40548346,24.64012173
NP21.064,TR,Tule Red,P3,Res,P3_Res,Emergent,Emergent,Emergent,Emergent,Schoenoplectus sp.,Tule,8.701310029,-25.94057589,16.02449307
NP20.180,RY,Ryer,P3,Ref,P3_Ref,Emergent,Emergent,Emergent,Emergent,Schoenoplectus acutus,Tule,4.284779516,-28.21643836,14.68637118
NP20.252,RY,Ryer,P3,Ref,P3_Ref,Emergent,Emergent,Emergent,Emergent,Schoenoplectus acutus,Tule,6.60115444,-27.73386267,7.1675743
NP21.254,RY,Ryer,P3,Ref,P3_Ref,Emergent,Emergent,Emergent,Emergent,Schoenoplectus americanus,Tule,7.751424186,-27.13293116,8.310917423
NP20.012,TR,Tule Red,P3,Res,P3_Res,Emergent,Emergent,Emergent,Emergent,Schoenoplectus californicus,Tule,6.941817184,-28.17184717,16.35701392
NP20.382,TR,Tule Red,P3,Res,P3_Res,Emergent,Emergent,Emergent,Emergent,Schoenoplectus californicus,Tule,3.45498573,-27.99645519,17.3432927
NP20.178,RY,Ryer,P3,Ref,P3_Ref,Emergent,Emergent,Emergent,Emergent,Typha,Typha,4.815144941,-28.91288233,10.28538937
NP21.072,RY,Ryer,P3,Ref,P3_Ref,Emergent,Emergent,Emergent,Emergent,Typha,Typha,6.19157343,-25.66879545,9.14712444
NP21.106,RY,Ryer,P3,Ref,P3_Ref,Emergent,Emergent,Emergent,Emergent,Typha,Typha,7.776844323,-27.40487883,12.79915027
NP20.023,RY,Ryer,P3,Ref,P3_Ref,Emergent,Emergent,Emergent,Emergent,Schoenoplectus acutus,Tule,5.52169125,-25.85905116,12.95852983
NP21.264,RY,Ryer,P3,Ref,P3_Ref,Emergent,Emergent,Emergent,Emergent,Schoenoplectus acutus,Tule,6.138094758,-23.66389415,17.65660957
NP21.297,TR,Tule Red,P3,Res,P3_Res,Emergent,Emergent,Emergent,Emergent,Schoenoplectus acutus,Tule,8.535941302,-27.82552702,17.23515512
NP21.202,RY,Ryer,P3,Ref,P3_Ref,Emergent,Emergent,Emergent,Emergent,Schoenoplectus californicus,Tule,9.967168262,-25.45831647,9.427301863
NP20.171,TR,Tule Red,P3,Res,P3_Res,Emergent,Emergent,Emergent,Emergent,Schoenoplectus sp.,Tule,6.198131251,-28.40669407,8.146140945
NP20.276,RY,Ryer,P3,Ref,P3_Ref,Emergent,Emergent,Emergent,Emergent,Typha,Typha,7.384266238,-27.23995034,9.3060917
NP20.281,RY,Ryer,P3,Ref,P3_Ref,Emergent,Emergent,Emergent,Emergent,Typha,Typha,7.918433476,-28.24350761,14.32070004
NP21.119,RY,Ryer,P3,Ref,P3_Ref,Emergent,Emergent,Emergent,Emergent,Typha,Typha,10.37420018,-27.83989059,13.99190078
NP20.173,TR,Tule Red,P3,Res,P3_Res,Emergent,Emergent,Emergent,Emergent,Typha,Typha,8.863725743,-29.27836295,27.17555834
NP21.010,TR,Tule Red,P3,Res,P3_Res,Emergent,Emergent,Emergent,Emergent,Typha,Typha,8.337358593,-26.9001727,14.62871845
NP21.018,TR,Tule Red,P3,Res,P3_Res,Emergent,Emergent,Emergent,Emergent,Typha,Typha,8.386622552,-27.01445825,15.88240032
NP21.043,TR,Tule Red,P3,Res,P3_Res,Emergent,Emergent,Emergent,Emergent,Typha,Typha,8.128595807,-27.21065946,17.89165805
NP21.126,RY,Ryer,P3,Ref,P3_Ref,FAV,FAV,FAV,FAV,Alternanthera philoxeroides,Alternanthera,8.887709038,-27.37664212,19.6859121
NP20.286,RY,Ryer,P3,Ref,P3_Ref,FAV,FAV,FAV,FAV,Alternanthera philoxeroides,Alternanthera,9.241983504,-29.68553855,21.50522491
NP20.287,RY,Ryer,P3,Ref,P3_Ref,FAV,FAV,FAV,FAV,Alternanthera philoxeroides,Alternanthera,11.12656153,-28.85535461,22.50006302
NP21.113,RY,Ryer,P3,Ref,P3_Ref,FAV,FAV,FAV,FAV,Alternanthera philoxeroides,Alternanthera,12.41658044,-27.29131764,20.27517315
NB20.011,RY,Ryer,P3,Ref,P3_Ref,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,9.175150356,-29.62712182,7.309480969
NB20.029,RY,Ryer,P3,Ref,P3_Ref,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,6.220503892,-27.56121691,2.85990596
NB21.015,RY,Ryer,P3,Ref,P3_Ref,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,11.06506078,-25.50880337,9.441897796
NB20.006,TR,Tule Red,P3,Res,P3_Res,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,10.16602738,-28.6902603,5.0227304
NB21.016,TR,Tule Red,P3,Res,P3_Res,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,8.235962692,-25.14761787,5.626888971
NB20.010,RY,Ryer,P3,Ref,P3_Ref,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,9.189494782,-30.53688875,9.047969784
NB21.018,RY,Ryer,P3,Ref,P3_Ref,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,11.30051191,-26.64819568,9.705258056
NB21.029,RY,Ryer,P3,Ref,P3_Ref,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,5.748447048,-26.85726541,-0.006552309
NB20.005,TR,Tule Red,P3,Res,P3_Res,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,6.495257104,-26.97752241,2.307397505
NB20.027,TR,Tule Red,P3,Res,P3_Res,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,7.126666667,-28.30666667,1.033333333
NB21.012,TR,Tule Red,P3,Res,P3_Res,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,10.62133124,-26.09606364,6.213394745
NB21.028,TR,Tule Red,P3,Res,P3_Res,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,6.625031292,-28.39455577,2.537539951
NP21.313,RY,Ryer,P3,Ref,P3_Ref,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,12.68791001,-19.28909249,21.98963764
NP21.305,RY,Ryer,P3,Ref,P3_Ref,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,13.66749155,-19.21861199,19.64279708
NP20.373,RY,Ryer,P3,Ref,P3_Ref,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,13.97896384,-21.16546234,21.52653171
NP21.307,TR,Tule Red,P3,Res,P3_Res,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,13.94609157,-20.11896992,19.3540652
NP20.410,TR,Tule Red,P3,Res,P3_Res,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,15.10712868,-19.30984739,19.94823029
NP20.457/456,TR,Tule Red,P3,Res,P3_Res,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,12.62000428,-21.12266706,18.46356776
NP20.409,TR,Tule Red,P3,Res,P3_Res,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,19.57937558,-22.33244252,19.94495358
NP21.357,RY,Ryer,P3,Ref,P3_Ref,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,13.89045582,-19.50157323,19.62879976
NP20.403,RY,Ryer,P3,Ref,P3_Ref,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,12.45957477,-24.15454295,20.33122497
NP20.371,RY,Ryer,P3,Ref,P3_Ref,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,12.74028861,-20.83465644,19.54169799
NP21.341,TR,Tule Red,P3,Res,P3_Res,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,10.41476197,-23.66583092,20.66165432
NP21.362,TR,Tule Red,P3,Res,P3_Res,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,12.52466123,-21.72952676,19.75493454
NP21.284,RY,Ryer,P3,Ref,P3_Ref,SAV,SAV,SAV-Algae,SAV,Potamogeton crispus,Potamogeton,11.61900678,-17.60014056,20.50302543
NP21.074,RY,Ryer,P3,Ref,P3_Ref,SAV,SAV,SAV-Algae,SAV,Potamogeton foliosus,Potamogeton,10.13461512,-15.06854235,17.33973471
NP21.285,RY,Ryer,P3,Ref,P3_Ref,SAV,SAV,SAV-Algae,SAV,Potamogeton foliosus,Potamogeton,12.56547636,-16.50999557,20.16755677
NP20.309,RY,Ryer,P3,Ref,P3_Ref,SAV,SAV,SAV-Algae,SAV,Potamogeton foliosus,Potamogeton,12.17270716,-17.27405539,17.71662126
NP20.358,RY,Ryer,P3,Ref,P3_Ref,SAV,SAV,SAV-Algae,SAV,Potamogeton crispus,Potamogeton,9.407191062,-23.91135723,13.20433719
NP20.357,RY,Ryer,P3,Ref,P3_Ref,SAV,SAV,SAV-Algae,SAV,Potamogeton foliosus,Potamogeton,10.93571036,-19.92742026,17.3470152
